Message,Value
" haha LOL  no one is effing cool as you, you got the Wu-Tang and P.E. t-shirts! You are gorgeous + represent at the same time",1
  Great! I`m glad you enjoy them  I hope you have a GREAT day,1
Hmmm... he`s so lovely. I wish he was here now. I`m tired but can`t sleep,0
" They lost me at US ending. ;) I, mean, I don`t eat #GreyPoupon or anything, but I prefer the bleaker original.",0
 good morning! Got to be afternoon in Germany,1
Getting stressed over a sortie tomorrow. And like I am really really stress..,-1
"Bread in the oven, room cleaned... almost done with the things on the list for today",0
_Stathamfans1  You sure are dedicated...Gotta love that!!!  Have a great & productive day,1
stuck here  ~*Lady*~,-1
"stuck in anniston, mississippi. because we got in a car accident :\ now im scared to drive  boy drivers ed should be fun this summer D:",0
Leme put this bottle of ciroc in ya..Baby i can make you popular!!,1
live chat soooon most likely.,0
"eating some breakfast at Panera Bread. boring cloudy weather, lil drizzle",0
_kikireestl nooo. you were on my yahoo account. hmm. i wanna say b2k days. idk fo`sho,0
" It`s not a reg gig yet, but hopefully it will be! Haven`t done massage in a while actually",0
About 60 again todayy yayy!!!,0
There is a MacBook Pro sitting close by and my poor MacBook is ashamed with it`s plastic face and sides...,-1
in school w. linda doing nothing  ;i miss you,-1
Its weird being at the guy`s house without them here. I don`t like it,-1
Bit disappointed with The Killers On Jonathan Ross  He`s sexy as hell though,-1
 I didn`t even get a chance to shop @ Aldi!,0
"_NZ busy,fun mother`s day thanks  got what I wanted...a Wii Fit!!! Yay",1
"I forgot, Happy Mom`s day.",1
In a really Good mood for absolutely no reason  tee her,1
Hmm I guess where the world is headed 2day....Lets make predictions,0
so far I`ve tried to kill myself TWICE in the 15 mins I`ve been outside by tripping on stupid things.  I knew I should`ve stayed in bed.,-1
Loong day. In bed cuddling with papabear and watching south park. Yay my bday bbq tomorrow! Can`t wait,1
 my baby shut me down,-1
 i can still read `em...,0
ah midday - great time for breakfast,1
 Wish I could go. Gotta work.,1
Spent the last 2 years largely ambivalent about s/w dev practices. Can feel care factor returning. Look out!,-1
I`m back from my first 5K running race   And still alive!,1
 curses upon the ridiculously slow internetz at work!  The dang image just now loaded...,0
"Okay, so the only reason I`m not buying this app is because I hate EA and all that it stands for. SimCity rocks though.  http://is.gd/JpMM",0
 have fun,1
At the wedding reception. Having more fun than I thought,1
"Just noticed the new sidebar on twitter.com, looks nice",1
 I`ll put your name on the list,0
Good morning my fellow tweeters,1
 you know I love you.,1
I`m feeling higher than Mt Everest,1
Everyone is working tonight! I`m bored,-1
" If you had owned an *actual* cellphone, that would have been video, and called a 'QiK'",0
Oh joy its gong to be a long weekebd... Yipee :*ÃÂ¡,1
1:30am goin to sleeeeep,0
 Report your findings to me,0
" Hey!  It`s easy...Just type what you`re doing!  Just like facebook, but much simpler.  Have a good day!",1
Wondering how come mcdonalds take so long to deliver my food.,-1
" lmao...thats sad, kinda discourages me 4rom goin if the **** wack",-1
" Yup, but what they going do??? He`s the Mother Effin Champion!!!! LOL",0
3oh!3 on the radio  they were amazing yesterday.,1
Im mad cuz i cant get any picture to work.,-1
 this is the worst,-1
my shoes hurt my feet,-1
 and i had our first fight,0
Back to work!,0
It`s a beautiful nice day and I`m stuck inside!,1
  you disappointed me,-1
"Aarg, looks like I have to go home to Vegas this weekend. So much for Maker Faire",0
FAWXING CRAYONS,0
 I`m so sorry to hear that you`re in the hospital.  Hope you`ll be better soon.,0
a salt pig thing coz she broke her other one! lol  do you guys even no wat a salt pig is?,0
 Omg Beckky i love you! you should`ve won the 250G`s  i was rootin for you.. hows things going?,1
My birthday is now over.,0
 thanks anyway,1
"browsin thru the videos in my multiply and i saw the video u sang with my bf. i miss you, N. we all miss you. pls come back wherever u r.",-1
i ate so much,0
"i always have 2 do xtra cleaning b4 leaving... so now were on da road  on 2 springhill suites, then cafe 360, yum!",0
" i was think of something with a better view, but i am on a tight budget.",0
 aww that sounds sad,-1
Car shopping with kacy yay,1
working the graveyard shift!,0
my dad and i totally just rocked out to the offspring-pretty fly for a white guy. haha.,1
 Yup  On to Mother`s Day. Any plans for your birthday?,0
Arg Exile still has that problem with Alt-Tabbing,-1
_**** R.I.P curls,-1
 A pretty black top with flowers in pink hues,1
 can you get catacombs ffrom the cinemas? i tried to get it from my local one a little while ago and theyh didn`t have it.,0
 dr hook  awesome,1
 You are quite welcome Mr. Poole.,0
http://xkcd.com/577/ - today`s xkcd  Looking forward to daily updates this week!,0
 I know! I miss her...,-1
" It`s been raining the past few days but it was actually sunny today! Well, for a little while. Now it`s super cloudy!",0
My younger sister flies in next week for a two week visit. So blessed to look forward to seeing family members visit.,0
I have the biggest headache ever. My photosensitivity is getting OUT OF CONTROL!! Help.,-1
 What up? Why no tweets. Are you also filming in a place w/ no signal?  .Hmmm.,0
 yeah whatever...in your twisted mind maybe! ;) LOL  ... oh wait that`s mine too!!,0
you can see the coffee table again!! ...so when r u cominging  over 2 insult me into cleaning the rest of the house?,-1
 mine too,0
" I`m mo nudge you again, better watch out!",-1
HOW COME ITS SO HARD TO FIND A GUY WITH THE SAME PASSION FOR LOVE AS FOR A WOMAN?? AM I EVER GOING TO SEE THE DAY! IM lonely yall!,-1
 URGHHHHHHHHHH your makeing me cry,-1
" absolutely tru...the horror of it still washes ovr me sometimes if i think  abt the actual last days, but the gd memories go on",0
_marie:my heart goes out to you,-1
_Inc Sounds good. I still like Fridays although it means for me that I have to go to work tomarrow,1
 awww! you like anne curtis too tho rite?? it`s her soap thats gonna replace it!,0
Now have windows 7 up and running....very very happy  it`s got sum wicked new features http://bit.ly/jyWnz,1
"look up our youtube JessAndNicoleMusic, we are new, leave comments and subscribe  thankyou x",0
I need a break! I NEED KITKAT! haha!,1
 oh that totally works too,1
PSA::::: Being that I`ve been usuing twiddict- my last 14 tweets have yet to show on the bored. Bare w me.,-1
"Did a historical Jesus ever exist? Im finding it hard to prove, its all hearsay accounts ... it bugs me ...",-1
 don`t you need a server and someone who knows how to program to use Wordpress? Love to but my knowledge is limited right now,0
" so did you watch?  I`d forgottenmost of it, enjoyed re-seeing it, but paying for it today, my face doesnt bounce back anymore",1
excited about this week! trying to have a productive monday. trying. hard.,1
 You are sooo lucky. My fiance is away w/the Marine Corps...haven`t even seen him yet!,1
[Sarah Mcglaclan song in background] Please donate to jpnnbak` fund of 'Dinero for the cable bill' think of how you will make her,0
"omg, did anyone see the wee girl on bgt..!**** sucha shame",-1
Gday... Do you know if NHibernate has issues with COM Interop (VB6 <-> .Net Wrapper <-> .Net+NHibernate dll)? I`m getting crazy,0
hello..aint been tweetin all day cuz i had 2 switch things over 2 da new place. (exhausted and sick),-1
_g1986 a price drop would be nice  I want another one for a backup/blu-ray player.,1
" I`m up wit cha!! Just got home from da reggae club, wishin I was sexin somebody!!!",1
 I like how the binary code under your name says ZirconCode as well. XD It`s looking very nice. Better than before.,1
" I can`t get in, I`m in a waiting room",0
 LOL! Glad you like it!,1
 I didnt save those links! I dont need distractions.. I just need motivation,0
Ugh our two week push to produce a six pack has produced nothing but pain!,-1
can sum1 tells me how 2 vote 4 miley? it seems sum peeple r still voting i went 2 mtv.com nd it seems i cant vote,0
 .. thanks dear.. wish you the best too,1
 I said hi to u,0
OMG - Madness Just Came On The Radio,-1
_mommy oh  well i hope she gets better,1
 http://twitpic.com/1aida - snood,0
"maybe going to see the hannah montana movie todaaaay  i`ve seen it one time before, but can`t wait to see it again!!",1
Managed to find a bottle of Pimm`s! If only we had the weather to go with it,0
_its_sarah Congrats Sarah!!!!! thats awsum,1
"really bored today. just ate a bowl ful of rasberries and grapes, now i`m waiting for my dinner",-1
my it teacher made the lamest joke today about darth vaders birthday cuz it was may 4th. lol i love it. Happy STAR WARS Day everyone!  !!!,1
 Oh It was marathon ****? mahasha,0
 yes sir i sure did.,0
 Very very very very cool.  http://www.inbflat.net/ More details? How it was made? Please tell,1
 That`s the one. I wish I have a video compilation of `s thrusting,1
 Congrats to Howie! I hope you bring little James to germany soon  Wish you all the best for your family!,1
 have fun!  i am sad to not be with you guys,0
my guinea pig died today,-1
Have a huge block of snack chocolate here. Tis calling my name already,0
My room is too hot to sleep in.,-1
" Possibly, yes.",1
_Ellen and she`s 9.5 and a rescue.. bad hips.    She deserves pampering!  She`s full of life though!!,0
will play quake3 in 3min,0
 Hope it went well! Was rooting for you both from the (not so) comfort(able world) of PhD application form-filling-in  ****,1
 go on msn. i need to talk to you about something that happened today,0
It`s just a click without subscription needed  Vote for my tweet on http://openzap.com/ (in today best list),1
Goodnight tweeps.,1
" aww, we will miss you.  At least you get to go home right?",-1
 What are those barrels made of? Hey pass that barrel,0
 Thanks for adding me,1
can`t wait to watch the next season of heroes,1
"Bored, making a mothers day card",0
"'sometime around midnight' by The Airborne Toxic Event, literally cannot escape it. FML",-1
I think Max (my cat) may really be gone,0
`m working on a logo on photoshop & it didn`t work out..  hehe.. try again lah..,0
 I have a bird living with me.  So I have to find other ways to kill these **** things beside the exterminator.   #vegas it sucks,-1
oowww...why do wisdom teeth hurt so much,-1
 airsoft is so much fun! i play with my brothers and it`s a great bonding experience.,1
You know who helps me almost everyday?  ,0
Just saw half the RRO staff walk by...sadly I didn`t see  or ,-1
" Totally agree, she wasn`t even as good as the judges said wither! Just said it to make her feel better",0
"wants to listen to musiq soulchild, but it is not on the iPod",0
